candidate_id,source_type,osm_id,candidate_lat,candidate_lon,candidate_kind,building,has_address,nearest_node,nearest_node_lat,nearest_node_lon,snap_distance_m,direct_station_distance_m,kept,filter_reason
node/12417434191,node,12417434191,-37.730046,144.5461654,address_point_or_object,,True,9753,-37.729347229003906,144.5417022705078,400.12622105716514,3787.52889930045,True,kept
node/12417900778,node,12417900778,-37.7172017,144.6076707,address_point_or_object,,True,21183,-37.71753692626953,144.60887145996094,112.00307745871326,3487.6286509187003,True,kept
node/12417900779,node,12417900779,-37.7172017,144.6076707,address_point_or_object,,True,21183,-37.71753692626953,144.60887145996094,112.00307745871326,3487.6286509187003,True,kept
node/12417900780,node,12417900780,-37.7210719,144.6105298,address_point_or_object,,True,15454,-37.72112274169922,144.61029052734375,21.79135368638609,3916.0403212976653,True,kept
node/12417900781,node,12417900781,-37.7210033,144.6105466,address_point_or_object,,True,15454,-37.72112274169922,144.61029052734375,26.14718448041626,3913.4005572036504,True,kept
node/12417900782,node,12417900782,-37.7209141,144.6105619,address_point_or_object,,True,15454,-37.72112274169922,144.61029052734375,33.285864074150055,3909.4932039903624,True,kept
node/12417900783,node,12417900783,-37.7208238,144.610583,address_point_or_object,,True,15454,-37.72112274169922,144.61029052734375,42.03218177923562,3905.9850819413996,True,kept
node/12417900784,node,12417900784,-37.720737,144.6105995,address_point_or_object,,True,15454,-37.72112274169922,144.61029052734375,50.77693204913862,3902.348108635433,True,kept
node/12417900785,node,12417900785,-37.720671,144.6106086,address_point_or_object,,True,15454,-37.72112274169922,144.61029052734375,57.49666485017835,3899.334952107841,True,kept
node/12417900786,node,12417900786,-37.7206017,144.6106205,address_point_or_object,,True,15454,-37.72112274169922,144.61029052734375,64.80011601722275,3896.3620223153875,True,kept
node/12417900787,node,12417900787,-37.7205304,144.6106334,address_point_or_object,,True,15455,-37.7199592590332,144.61048889160156,64.76749696025759,3893.3671253614284,True,kept
node/12417900788,node,12417900788,-37.7204521,144.6106475,address_point_or_object,,True,15455,-37.7199592590332,144.61048889160156,56.54929108099403,3890.0894744119732,True,kept
node/12417900789,node,12417900789,-37.7203608,144.6106631,address_point_or_object,,True,15455,-37.7199592590332,144.61048889160156,47.20543098320392,3886.22508888787,True,kept
node/12417900790,node,12417900790,-37.7202741,144.6106787,address_point_or_object,,True,15455,-37.7199592590332,144.61048889160156,38.785712154634716,3882.636945062072,True,kept
node/12417900791,node,12417900791,-37.7201958,144.6106928,address_point_or_object,,True,15455,-37.7199592590332,144.61048889160156,31.835055464010555,3879.415471200986,True,kept
node/12417900792,node,12417900792,-37.720159,144.610651,address_point_or_object,,True,15455,-37.7199592590332,144.61048889160156,26.39313043091981,3874.1999038248114,True,kept
node/12417900793,node,12417900793,-37.7200654,144.6106679,address_point_or_object,,True,20443,-37.71989822387695,144.61061096191406,19.251954196375912,3870.3794918166836,True,kept
node/12417900794,node,12417900794,-37.7199717,144.6106847,address_point_or_object,,True,20443,-37.71989822387695,144.61061096191406,10.431527762193252,3866.570790850507,True,kept
node/12417900795,node,12417900795,-37.7211312,144.6104759,address_point_or_object,,True,18513,-37.72127532958984,144.6104736328125,16.027741844508764,3915.363928405434,True,kept
node/12417900796,node,12417900796,-37.7211982,144.6104638,address_point_or_object,,True,18513,-37.72127532958984,144.6104736328125,8.619925964548198,3918.294480036037,True,kept
node/12417900797,node,12417900797,-37.7212716,144.6104506,address_point_or_object,,True,18513,-37.72127532958984,144.6104736328125,2.067861241765476,3921.5232300365533,True,kept
node/12417900798,node,12417900798,-37.7197109,144.6100514,address_point_or_object,,True,15957,-37.71982192993164,144.6097412109375,29.946562821740887,3803.7997789774163,True,kept
node/12417904257,node,12417904257,-37.7123839,144.6275839,address_point_or_object,,True,13525,-37.71196746826172,144.627685546875,47.160547476007444,4971.964335136048,True,kept
node/12417904258,node,12417904258,-37.7126957,144.6273297,address_point_or_object,,True,13524,-37.712921142578125,144.6269073486328,44.81841195712706,4957.524077120959,True,kept
node/12417904259,node,12417904259,-37.7125657,144.6274357,address_point_or_object,,True,13524,-37.712921142578125,144.6269073486328,61.009545134738396,4963.509434856079,True,kept
node/12417904260,node,12417904260,-37.7128164,144.6272312,address_point_or_object,,True,13524,-37.712921142578125,144.6269073486328,30.77644910670391,4952.006823115276,True,kept
node/12417904261,node,12417904261,-37.7124448,144.6275343,address_point_or_object,,True,13525,-37.71196746826172,144.627685546875,54.71903026674751,4969.124539112479,True,kept
node/12417904262,node,12417904262,-37.7125053,144.627485,address_point_or_object,,True,13525,-37.71196746826172,144.627685546875,62.3519098362326,4966.3125172914515,True,kept
node/12417904263,node,12417904263,-37.7126307,144.6273827,address_point_or_object,,True,13524,-37.712921142578125,144.6269073486328,52.83419370885199,4960.510198064171,True,kept
node/12417904264,node,12417904264,-37.7127561,144.6272805,address_point_or_object,,True,13524,-37.712921142578125,144.6269073486328,37.60616011215495,4954.765284407532,True,kept
node/12417904265,node,12417904265,-37.7128768,144.627182,address_point_or_object,,True,13524,-37.712921142578125,144.6269073486328,24.65767818789204,4949.270759219091,True,kept
node/12417904266,node,12417904266,-37.7129399,144.6271305,address_point_or_object,,True,13524,-37.712921142578125,144.6269073486328,19.739967927697567,4946.415932347663,True,kept
node/12417904267,node,12417904267,-37.7123039,144.6276226,address_point_or_object,,True,13525,-37.71196746826172,144.627685546875,37.8171255956116,4973.435758482485,True,kept
node/12417904268,node,12417904268,-37.7122325,144.6276316,address_point_or_object,,True,13525,-37.71196746826172,144.627685546875,29.849853716120936,4972.565755443241,True,kept
node/12417904269,node,12417904269,-37.7144253,144.6239006,address_point_or_object,,True,20211,-37.71474838256836,144.62400817871094,37.150591811332184,4711.723386657991,True,kept
node/12417904270,node,12417904270,-37.713149,144.6265972,address_point_or_object,,True,13519,-37.7130241394043,144.62669372558594,16.274414141216003,4905.994709752459,True,kept
node/12417904271,node,12417904271,-37.7116681,144.6234053,address_point_or_object,,True,19219,-37.71156692504883,144.6232452392578,18.022524594605645,4595.872041490482,True,kept
node/12417904272,node,12417904272,-37.7116532,144.6303943,address_point_or_object,,True,16844,-37.711395263671875,144.63043212890625,28.873648347238067,5198.300109415615,True,kept
node/12417904273,node,12417904273,-37.7138385,144.6277659,address_point_or_object,,True,15295,-37.713958740234375,144.6282196044922,42.08953816917588,5023.93132882195,True,kept
node/12417904274,node,12417904274,-37.7109575,144.6211111,address_point_or_object,,True,19211,-37.71086883544922,144.62057495117188,48.18296833412044,4382.116746646512,True,kept
node/12417904275,node,12417904275,-37.7106692,144.6205516,address_point_or_object,,True,19210,-37.71085739135742,144.6205291748047,21.01872979508847,4327.493769908418,True,kept
node/12417904276,node,12417904276,-37.7107454,144.6206994,address_point_or_object,,True,19211,-37.71086883544922,144.62057495117188,17.556573552556962,4341.913721171377,True,kept
node/12417904277,node,12417904277,-37.7108876,144.6209753,address_point_or_object,,True,19211,-37.71086883544922,144.62057495117188,35.27934212418144,4368.85073426063,True,kept
node/12417904278,node,12417904278,-37.7110185,144.6212296,address_point_or_object,,True,13391,-37.71109390258789,144.62176513671875,47.84987656671472,4393.697896837018,True,kept
node/12417904279,node,12417904279,-37.710814,144.6208325,address_point_or_object,,True,19211,-37.71086883544922,144.62057495117188,23.462039683853078,4354.905457097536,True,kept
node/12417904280,node,12417904280,-37.7110833,144.6213554,address_point_or_object,,True,13391,-37.71109390258789,144.62176513671875,36.0625873227796,4405.99852955629,True,kept
node/12417904281,node,12417904281,-37.7127389,144.6226747,address_point_or_object,,True,19227,-37.71234130859375,144.62277221679688,45.034722014005006,4559.847519506807,True,kept
node/12417904282,node,12417904282,-37.7132971,144.6222468,address_point_or_object,,True,19230,-37.71319580078125,144.62205505371094,20.282207203035988,4538.549495453588,True,kept
node/12417904283,node,12417904283,-37.7123861,144.6205514,address_point_or_object,,True,19201,-37.712440490722656,144.6208953857422,30.85735407889688,4369.102122262496,True,kept
node/12417904284,node,12417904284,-37.7111286,144.6215211,address_point_or_object,,True,13391,-37.71109390258789,144.62176513671875,21.811122005221524,4421.296060518825,True,kept
node/12417904285,node,12417904285,-37.7106152,144.6204422,address_point_or_object,,True,19210,-37.71085739135742,144.6205291748047,27.996217191411038,4316.877551933034,True,kept
node/12417904286,node,12417904286,-37.7155164,144.6275643,address_point_or_object,,True,19117,-37.71598815917969,144.62718200683594,62.31009511102886,5054.8548904058325,True,kept
node/12417904287,node,12417904287,-37.7127643,144.6205106,address_point_or_object,,True,20253,-37.71310043334961,144.62063598632812,38.969797755214245,4375.86008994023,True,kept
node/12417904288,node,12417904288,-37.7179374,144.6361135,address_point_or_object,,True,3546,-37.71799087524414,144.63645935058594,30.996306304824632,5852.122717133979,True,kept
node/12417904289,node,12417904289,-37.7180858,144.6360888,address_point_or_object,,True,13510,-37.718238830566406,144.63624572753906,21.910704166626967,5854.743195845471,True,kept
node/12417904290,node,12417904290,-37.7182503,144.6360615,address_point_or_object,,True,13510,-37.718238830566406,144.63624572753906,16.254488985493133,5857.708588741185,True,kept
node/12417904291,node,12417904291,-37.7180796,144.6356549,address_point_or_object,,True,16098,-37.71820831298828,144.6354522705078,22.85826504483536,5817.987753767567,True,kept
node/12417904292,node,12417904292,-37.7180115,144.635507,address_point_or_object,,True,16098,-37.71820831298828,144.6354522705078,22.40783895094473,5803.3498904797725,True,kept
node/12417904293,node,12417904293,-37.7179281,144.6353452,address_point_or_object,,True,16098,-37.71820831298828,144.6354522705078,32.55049429287135,5787.054965615237,True,kept
node/12417904294,node,12417904294,-37.7178447,144.6351835,address_point_or_object,,True,16099,-37.71781539916992,144.6346893310547,43.58854316180007,5770.772434741568,True,kept
node/12417904295,node,12417904295,-37.7177712,144.6350408,address_point_or_object,,True,16099,-37.71781539916992,144.6346893310547,31.30309705954595,5756.409633330833,True,kept
node/12417904296,node,12417904296,-37.7177025,144.6349076,address_point_or_object,,True,16099,-37.71781539916992,144.6346893310547,22.938835721424276,5743.002883329509,True,kept
node/12417904297,node,12417904297,-37.7176289,144.6347648,address_point_or_object,,True,16099,-37.71781539916992,144.6346893310547,21.77432912090611,5728.63456321722,True,kept
node/12417904298,node,12417904298,-37.7175517,144.634615,address_point_or_object,,True,16099,-37.71781539916992,144.6346893310547,30.04212648975745,5713.565582245483,True,kept
node/12417904299,node,12417904299,-37.7174794,144.6344746,address_point_or_object,,True,19295,-37.717506408691406,144.6341094970703,32.254355775942074,5699.44713661256,True,kept
node/12417904300,node,12417904300,-37.7174107,144.6343414,address_point_or_object,,True,19295,-37.717506408691406,144.6341094970703,23.007386392453913,5686.05222006789,True,kept
node/12417943215,node,12417943215,-37.6590725,144.5647766,address_point_or_object,,True,12619,-37.6590690612793,144.56491088867188,11.82744186094284,4928.566439663894,True,kept
node/12417943216,node,12417943216,-37.6589386,144.5646532,address_point_or_object,,True,12620,-37.65887451171875,144.5647430419922,10.645731327253161,4944.791359264006,True,kept
node/12417943217,node,12417943217,-37.6588341,144.5645867,address_point_or_object,,True,12621,-37.658782958984375,144.564697265625,11.272477087499897,4957.103437193964,True,kept
node/12417943218,node,12417943218,-37.6539093,144.5657301,address_point_or_object,,True,15523,-37.65395736694336,144.5657196044922,5.424084172830379,5488.486464808413,True,kept
node/12417943219,node,12417943219,-37.6531324,144.57009,address_point_or_object,,True,14796,-37.653038024902344,144.57032775878906,23.414607536807203,5547.578273661772,True,kept
node/12417943220,node,12417943220,-37.6531177,144.5699696,address_point_or_object,,True,14796,-37.653038024902344,144.57032775878906,32.751823311746755,5549.597772022076,True,kept
node/12417943221,node,12417943221,-37.653103,144.569849,address_point_or_object,,True,14797,-37.652957916259766,144.5696563720703,23.405986783480238,5551.637932101122,True,kept
node/12417943222,node,12417943222,-37.6530859,144.5697078,address_point_or_object,,True,14797,-37.652957916259766,144.5696563720703,14.933997024600341,5554.039685073682,True,kept
node/12417943223,node,12417943223,-37.6532953,144.5696833,address_point_or_object,,True,13884,-37.65301513671875,144.56954956054688,33.30344073221065,5530.865832000403,True,kept
node/12417943224,node,12417943224,-37.6533981,144.5696634,address_point_or_object,,True,13884,-37.65301513671875,144.56954956054688,43.74705603103824,5519.519198897773,True,kept
node/12417943225,node,12417943225,-37.6535005,144.5696436,address_point_or_object,,True,13884,-37.65301513671875,144.56954956054688,54.60128881643065,5508.217530591466,True,kept
node/12417943226,node,12417943226,-37.6536118,144.5696222,address_point_or_object,,True,13883,-37.65410614013672,144.5693359375,60.469801949211366,5495.934150552339,True,kept
node/12417943227,node,12417943227,-37.6537299,144.5695995,address_point_or_object,,True,13883,-37.65410614013672,144.5693359375,47.83951888937515,5482.901437423055,True,kept
node/12417943228,node,12417943228,-37.6538478,144.5695768,address_point_or_object,,True,13883,-37.65410614013672,144.5693359375,35.70452281346448,5469.892146489522,True,kept
node/12417943229,node,12417943229,-37.6539592,144.5695553,address_point_or_object,,True,13883,-37.65410614013672,144.5693359375,25.296205070850622,5457.601393386516,True,kept
node/12417943230,node,12417943230,-37.6540705,144.5695339,address_point_or_object,,True,13883,-37.65410614013672,144.5693359375,17.87246707257045,5445.322445238513,True,kept
node/12417943231,node,12417943231,-37.6541147,144.5700298,address_point_or_object,,True,13879,-37.65420913696289,144.5701904296875,17.6135230318489,5438.615790179882,True,kept
node/12417943232,node,12417943232,-37.6539724,144.5700572,address_point_or_object,,True,13879,-37.65420913696289,144.5701904296875,28.818701471146117,5454.3391257471685,True,kept
node/12417943233,node,12417943233,-37.653821,144.5700863,address_point_or_object,,True,13879,-37.65420913696289,144.5701904296875,44.12172731743536,5471.069922722697,True,kept
node/12417943234,node,12417943234,-37.6536696,144.5701155,address_point_or_object,,True,13879,-37.65420913696289,144.5701904296875,60.35540987542775,5487.802239319982,True,kept
node/12417943235,node,12417943235,-37.6535271,144.570143,address_point_or_object,,True,13880,-37.65311813354492,144.57041931152344,51.572257940203734,5503.552568974195,True,kept
node/12417943236,node,12417943236,-37.6533775,144.5701719,address_point_or_object,,True,13880,-37.65311813354492,144.57041931152344,36.1410366347914,5520.0892879461435,True,kept
